urlDrugName,rating,Review,score
cymbalta,9,"cymbalta sever depression - This medication saved my life. The depression had gotten so sever that I was unable to function properly. It has made me feel like a 'real' person again. It has not done much for the anxiety, panic, or OCD. The Xanax helps with that area. I will be going to the psychiatrist in 2 weeks for the anxiety, panic, and OCD. Hoping to stay on the Cymbalta. I was on Lexapro 30mg from 2000-2006. Then switched to Celexa (cost reasons) 60mg from 2007-2008. The Celexa just about costed me my life. It was ineffective for the Depression. Try not to take Celexa for cost reasons, Lexapro shows much more promise in its effectiveness. Weight gain, which is to be expected when you ""feel better"" Depression and Anxiety",high
imitrex,10,imitrex migraine - this drug will make a migriane sufferer inot a real believer in modern medicine--it really gets rid of the headache and allows you to live. I could not be more positive if I take more than four over a few days I will get very tired take a pill --headache goes away in half an hour or less---if you are very tuned in and take it a the first twinge youcan avoid the headache totally,high
voltaren,10,"voltaren osteo arthritis - Without the Voltarin, every step I take makes my joints feel like cracking glass and they ache constantly. This drug greatly reduces that pain throughout the entire day. I have experienced No side effects to date I've had total joint replacement in both hips due to effects of osteo arthritis.",high
tetracycline,10,"tetracycline razor bumps - The product took great care of my razor bumps.  If I applied it at night, I was clear by the morning.  I only stopped taking it as the condition itself lessened. None I would apply it to my skin, after washing, either at night (best time), or in the morning.  I would also use a good spf to protect my skin from sun in the day",high
valtrex,10,"valtrex genital herpes - After having this virus for many years I resolved that I was going to look for a possible suppressant. As the medical community acknowledges once you have contacted the virus it will be awaiting an opportunity to break through - especially in times of stress or tiredness. Prior to taking Valtrex I was having a viral herpes attack for about 10 days at a time at least four times a year, sometimes 8 times a year.

Valtrex is an amazing drug!

My experience has been that  if you take a tablet each day you will not transmit the virus to your 
partner provided that you pay attention to the first signs of the virus and abstain from intimate sexual encounters for five days or so or until you can feel or see no more signs of the virus.

To be honest it frustrates me that so many people suffer from this virus but are not informed as to how to treat the problem.

Hope this helps and gives encouragement. For me it has been on par with a miracle.
 
Since taking the drug once daily I have had one only one potential outbreak in the past two and a half  years- at the onset of the potential outbreak I increased the dose to 3  tablets a day twice a day day for four days. This treatment suppressed the outbreak and the symptoms which I felt appeared very slightly and then disappeared within 48 hours. To be honest I have had no side effects that I can determine. 1 tablet a day in the morning.
If symptoms beginning 3 tablets three times a day for 5 days or until symptoms have disappeared.",high
zovirax,8,zovirax fever blisters - If I took the Zovirax at the first sign of tingling it would prevent an outbreak.  If I waited I would still get blisters but they would only last 2-3 days. no side effects I take 2 pills first thing and then another 2 before bed.,high
cipro,10,"cipro urinary tract infection - resolved UTI.  Symptoms improved rapidly and with 3-4 days, the urge to frequently urinate had completely subsided. There were no noted side effects of this drug. Note that you have to space your vitamin intake in a several hour timeframe on either side of taking this drug, and the drug must be taken with a full glass of water. Unknown",high
protonix,10,"protonix acid reflux - It has totally neutralized the effects of my reflux. No side effects encountered. I started getting reflux after I had gall bladder surgery when I was 24. I had tried just about every reflux drug out there, but they either didn't work or had unacceptable side effects. When I first tried Protonix I couldn't believe how normal I felt within a couple days. It works so well for me, I forget I have reflux sometimes. I haven't noticed any issues with foods or coffee since taking it.",high
retin-a,9,"retin-a acne - After I built up a tolerance, I had little peeling when I applied it only once a day. Used in combination with Erthyrom. caplets (and also topical, used occasionally), I have been able to control deep acne cysts. While the Erthyrom. is probably the major factor, the Retin-A is a good addition. Peeling which can chafe the skin and interfer with putting on face makeup. However, I have built up such a tolerance, I would have to apply Retin-A 2-3 times daily to achieve major peeling. It is hard to measure the anti-aging effect, as I don't know what I would look like without having used Retin-A. I use once at night. Because I have built up a tolerance, I have no adverse side effects. If I do have occasional peeling, I remove/stimulate it with a Buff Puff.",high
relpax,10,"relpax migraine headaches - Relpax would take the migraine headache away, including secondary symptoms such as neck aches, jaw pain, and nausea. Side effects were minimal.  I'd feel tired/lethargic following the initiation of it's effects, but the fatigue might be related to the Migraine headache rather than the drug (??).  I would sometimes get a ""rebound"" migraine headache of decreased intensity approximately 2 days after the treatment. Relpax was prescribed on an ""as needed"" basis for my migraines.  It was taken after the onset of migraine, usually when I realized that it would not go away via conventional over the counter headache medicines.  It starts to take effect at approximately 1-2 hours after I take the pill.  This medicine has been a ""life saver"" for me.  It allows me to function and go on with important things in my life even when I get a migraine.",high
follistim,10,"follistim infertility - I got pregnant. One of the cycles yielded like 3-4 good follicles which I thought were too much but took the risk anyway. One of the cycles yielded like 3-4 good follicles which I thought were too much but took the risk anyway. Puregon is very easy and PLEASANT to use, nothing I had expected. It is very straight forward, or ""Idiot Proof"". Did not hurt did not burn.",high
effexor,7,"effexor depression - In comparison with other antidepression medications I have taken prior to the effexor, It actually began working faster than the others (after about 2 weeks).  Most antidepressants usually take closer to 4 weeks to see improvements. Depression symptoms were significantly reduced. I experienced moderate constipation as well as excessive night sweating.  Would become completely drenched in sweat during sleep. Also experienced sexual side effects (low libido). The thing I really don't like about effexor is that if I miss a day for some reason, I begin to experience feelings of dizziness within 24 hours. 150 mg daily",high
lortab,9,"lortab pain - Had surgery on my neck, the lortab reduce the pain.The lortab help relieve th pain upto eight hours so I did not need to take as many pills to find release. This is a good thing because I do not like pills.  This medication helped tremedously. a little nausea. This medication has a high risk of addiction. When you take it be very careful that you do not misuse. The lortab reduces the pain on the first pill however as you take the medication it seems to take more pills as you go along to recieve the same releif as first. take one to two tablets by mouth every 8 hours as needed for pain.",high
climara,8,"climara hot flash sleep problems - My moods have improved dramatically.  I would wake at least 3 times a night and have difficulty going back to sleep (sleep was always a problem), but now sleep is much better.  Hot flashes were intense and distracting, and have since stopped.  I originally took Premarin which gave me headaches.  The patch and it's consistent delivery has helped immensely to reduce number and severity of headaches. The only drawback to using the patch is a mild allergy to the adhesive.  Sometimes the patch slips and has come off several times in the bath, so I've had to pull out a new one.  I do not like having to take progesterone separately in pill form, or at all, but with a uterus it is necessary.  I'm also concerned about long-term effects. I originally began using HRT 5 years ago to help with very severe menopausal symptoms.  I had tried all the natural remedies as I was very concerned about taking a medication:  herbs, soy, etc.  I walked 30 miles a week and did yoga, none of which helped.  In desperation I visited my OB GYN who suggested I go on HRT, stating that quality of life needed to be considered.  Shortly, thereafter, the reports initial study was released, and again I spoke to my doctor who said that she thought the results were over inflated.  I switched to estradiol because it's considered more effective, and the patch bypasses the liver with delivery directly through the skin.  I've since weaned myself off several times, only to have the symptoms return.  I'm concerned about latest studies and have thought about weaning myself off again, and then think, ""quality of life"".",high
requip,10,"requip restless leg syndrome - While standing, my legs were fine, but aching, cramping legs were keeping me from getting any sleep.  My doctor suggested I try Requip, and its been the best thing I have done. I have experienced no side effects, except sleeping at night.  The warning says that it might make you drowsy, but that's also why they say to take it at night. I take Requip about 1-1/2 to 2 hours before bedtime.  It permits relaxation of legs so I can sleep.",high
accutane,4,"accutane acne - I had the Accutane treatment in 1997 and the short term results (6 months - 1 years) were fantastic, with the exception that the treatment left a big scar on my face and there is nothing I can do about it. After a year I began to have acne breakouts again. Now, six years later, I am also having breakouts in my back and in new places like my neck, chest, behind my ears and (believe it or not!) some in my belly. When I when back for another opinion, they wanted me to have a second Accutane treatment -- no way! Also, after the treatment I can't live without chapstick... My lips are always very dry. Hope this helps somebody out there! Bea none I had the Accutane treatment in 1997 and the short term results (6 months - 1 years) were fantastic, with the exception that the treatment left a big scar on my face and there is nothing I can do about it. After a year I began to have acne breakouts again. Now, six years later, I am also having breakouts in my back and in new places like my neck, chest, behind my ears and (believe it or not!) some in my belly. When I when back for another opinion, they wanted me to have a second Accutane treatment -- no way! Also, after the treatment I can't live without chapstick... My lips are always very dry. Hope this helps somebody out there! Bea",Low
percocet,5,"percocet chronic back pain - relieved pain at first but quickly became tolerant and wouls wear off hours before the next dose was due Severe constapation, moody, and became physicaly dependant Please becareful with this drug because it will produce horrible withdrawals and most Doctors will have no mercy for you and you will suffer greatly.",high
celexa,8,"celexa depression, irritability - The benefits of Celexa have been surprising and welcome.  Over the passt 15 years I've been given every anti-depressant the doctors could think of.  Most had no effect at all, some had such uncomfortable side effects that I couldn't take them long enough to find out if they would help at all.  One (I can't remember the name) actually lifted my depression almost immediately and made me feel great, but after about 3 weeks I was suddenly plunged into a depression that was darker and more frightening than any I'd experienced before.  I stopped taking it. The side effects I experienced with Celexa were heart palpitations during the first few weeks of taking it, which later subsided.  Yawning was also a side effect, but it went away after a couple of months. I take 1 1/2 40 mg. tablets of Celexa once a day.",high
restasis,10,"restasis dry eyes - Restasis dramatically improved issues related to dry eyes, the primary problems were discomfort (the feeling that something was in my eye) and obvious redness.  Both issues disappeared when I started taking restsis.  There was a short period where I ran out of restasis and stopped, after about a week the dry eye symptoms had reappeared, only to do away when I resumed treatment. there were not any side effects. 1-2 eye drops twice a day",high
levoxyl,9,"levoxyl low thyroid - Adjusted thyroid levels. None noticed After pregnancy my thyroid levels became too low and my thyroid gland became enlarged. The same problem had affected my mother. Once I got on the medication, my levels became consistant and my thyroid gland returned to a normal size.  Without proper levels of thyroid I have very low energy levels.",high
seasonique,6,"seasonique birth control - 4 periods a month 3-5 lbs weight gain only been on seasonique for 1 month and 1 week  i have lost all sex drive which for me is a big difference ( husband thought it was his fault) my breast were sore for 3 days and became 3 sizes bigger..breast are still sore and i have mobile lumps in my breast that occured  .i actually made an apt. with my Doctor for tomorrow 5-13-10 about the lumps..something they dont tell you but is in the fine print in the boxes in the WARNING SIGNS is that it causes lumps and breast cancer..i am really hopeing it is not..beside that  every side affect i feel is  what would happen if pregnant..dizzyness,nausea,irritable,fatige ,breast swelling..but i am not pregnant (checked today negative) and yes i have also seen acne breakouts on my face and chest.. 1 PILL A DAY ON THE 3RD MONTH YOU WOULD GET A LIGHT/SPOTTING PERIOD THAT LAST 3-5 DAYS AS NORMAL..OVER TIME THERE WILL BE NO PERIOD..",high
oxycodone,5,"oxycodone post surgery - benefits were the pain relieving benefits Side effects were a little troubling to me.  Although the pain was not diminished completely, I noticed that when I had severe pain, the meds did absolutely no good.  Perhaps if I'd taken more than the recommended dosage, it would have been effective, but I did not want to do that.  It also had a negative effect on my brain.  I could not think clearly, I felt like I was in a fog.  I also spent alot of time sleeping which was another side effect I did not like. Took this med following surgery for pain control.",high
remeron,2,"remeron depression - No apparent benefits.  Had virtually no effect on my depression and it quickly became intolerable to use. Extreme drowsiness, weight gain. Had virtually no effect on my depression and the side effects were intolerable.  Took it at bedtime but was still quite groggy throughout the day.  Gained about 25lbs before I stopped it.",Low
differin,9,"differin acne - Differin took several months to take effect and initially seemed to make breakouts worse. After using for some time, however, breakouts ceased and skin became nearly acne-free, Dry skin, minor irritation Applied Differin to skin in the evening, most evenings for several years. Acne was improved after a period of 3-4 months. Treatment contiued for a period of several years.",high
effexor,2,"effexor severe depression - the xanax has a calming effect, and takes the edge off the effexor side effects. the effexor actually makes me feel worse. i started with 75 mg, 3 per day. was increased to 300 mg per day. my emotions are blunted and flat. my joy for living is gone. i'm having some concenttration problems, and short term memory loss. so i'm going back to dr. to see what else is out there. i've heard bad things about cymbalta and pristiq, so i'm just confused as to what really works. effexor xr 75 mg. 3 times per day, at present.  hoping i will find something to help. i don't even know what drug to suggest.  i've been on prozac, and zoloft. the zoloft worked for 5 years, and it just stopped working also. tried paxil for short term. it made the anxiety worse for me.",Low
macrobid,1,"macrobid uti - cured the UTI Severe headache, body aches and joint pain. I spent 6 foggy days feeling like I had the worst case of the flu ever. All I did was sleep and urinate for 6 days -the other end was so constipated I didn't go for four days. My stomach hurt less before my gall bladder surgery than with this drug.  I will NEVER take macrobid again and I don't know how a responsible pharmaceutical company can manufacture a drug they know can produce worse problems then it cures. two pills per day with a lot of water.",Low
buprenorphine,10,"buprenorphine major depression - Subutex is mostly used to help opiate addicts withdrawal more comfortably from opiod drugs such as Vicodin, Oxycodone, and even Heroin. However, I was started on Subutex because my doctor and I were having no luck finding another med that would augment my current depression medications of Effexor XR and Adderall (which were only partially working). My doctor had found research suggesting that Subutex, because it is a partial opiate agonist itself (although much different in its properties compared to what most think of when thinking ""opiate""), binds to one of the opiate receptors in the brain responsible for mood. My doctor has always been on the cutting edge of current research and was extremely open-minded in trying this med with me - and to welcomed relief as well! I have had almost ALL good results from this medication. It has definitely aided in the treatment of my very-treatment-resistent depression. The following are the benefits that I have noticed from taking Subutex:
     1. Quick-acting - because Subutex is sublingual (dissolves under your tongue) it gets into your system immediately and does not have to be processed by your digestive system first.
     2. Gentle effects - I have definitly not experienced any ""highs"". Just a subtle, but noticeable improvement in a feeling of wellbeing.
     3. Also helps somewhat with anxiety by having a calming effect; in normal doses this happens without any tiredness.
     4. Have not noticed ANY of the side effects that I have found with other psychiatric medications such as weight gain/loss, personality changes, sexual effects, etc. Also, in case anyone is worried that Subutex is a ""partial-opiate agonist"", I must emphasize that this med DOES NOT build a tolerance or make you want/need to increase dosage. I have been on this dose for four years without ever even thinking about needing more. HOWEVER!!! You must understand that - as is the case with ALL psychiatric medications - you cannot simply stop taking this medication without tapering your dose first or you will experience withdrawal effects. The one saving grace about Subutex, though, is that it has a very long half-life and will remain in your system long enough to prevent any type of withdrawal even if you miss a day or two of medication. None. I take two 8mg tablets in the afternoon by putting them under my tongue and allowing them simply to dissolve. I do this again at night as I get into bed. That's pretty much it!",high
fiorinal,5,"fiorinal tension headaches - It assisted the ibuprofen and cortizone in pain relief. I had no side effects. I have severe tension headaches on a every other day basis.  Occasional swelling in the top of neck. if ibuprofen didnt do the job, fiorinal usually topped it off.  but this medicine alone didnt do much for me. I was prescribed 1 to 2 pills every 6 hours when headaches occurs.",high
doxycycline,4,"doxycycline acne - I originally began this treatment for acne and I'm still in the process of my acne treatments. However, after a little over two weeks of treatment and seeing an improvement in my skin, I went in for a pap smear and found out that I have asymptomatic chlamydia. I was prescribed 1 gram of Azithromycin and while doing my research found out that the exact same dosage I've been taking of doxycycline for 1-2 weeks is considered an effective way of treating chlamydia, but clearly that did not work for me. There was one morning I only had an 80 calorie granola bar for breakfast and I took my dose and I ended up having terrible nausea. Will never make that mistake again. So far my acne has improved. I'm hoping it goes away, my main message is to point out it did not treat my chlamydia.",Low
propecia,9,propecia hair loss - My hair loss was stopped and I eventually grew new hair at the hairline and where the hair had receded on the side. I do not know if it affected my crown. I noticed a slightly lowered libido and possibly a more slowly growing beard. My libido seems to be back to normal. I have to take 1mg/day to stop hair loss. I did not notice results until recently after having taken it for 6 months and I am hoping to notice even more once I have been on it for a year.,high
trazodone,10,"trazodone depression/difficulty sleeping - I took it before bed, and it helped me get to sleep. It also helped me cope during a difficult time emotionally. The drug is an anti-depressant. The side effect was sleepiness, which is also therapeutic when taken at night. Ongoing treatment for several years with 50 mg at bedtime.",high
zomig,9,"zomig persistant migraines - Elminated 95% of Migraines/Headaches! Within about 15-30 min, I start feeling mild tingling in my throat, back of my neck & chest. Its a little scary the first time, but it only lasts for about 10-15 min and then my migraine disappears with the side effects! No drowsiness or feeling groggy like others have complained of in my experience. I have found that it is more effective and works more quickly if I'm able to lay down in quiet when I ""feel"" it starting to work. My insurance covers it like a normal RX, but it only comes with 10 pills for the duration, but still worth every penny. I have tried ALL KINDS of other migraine meds, with absolutely no success. Zomig was my last hope without seeing a specialist (again) and trying combos of meds. Over the past several months, it has cured almost all of my migraines (it doesn't help sinus headaches, but does help alcohol induced headaches-I get them even after one glass of wine). The mild side effects are completely tolerable considering I'm only sacrificing 1 hour, at most now, as opposed to 1-2 days. I can be a real person again!!!",high
climara,4,"climara menopause, memory loss, night sweats, low libido - nothing noticeable really, night sweats improved (slightly), memory, not as fuzzy Weight gain 4 lbs, my weight has  always been stable, bloatiness/gas (uncomfortable)
hair loss (more than usual and thinner), depression (crying for no reason) Change patch every 7 days. Very difficult keeping the patch on. I'm going to ask the Dr. for different type of patch. Heard Vivelle is smaller and stays on bettetr.",Low
ortho-tri-cyclen,9,"ortho-tri-cyclen pregnancy prevention - Benefits were the prevention of pregnancy, regular periods, shorter periods, and less intense pms symptoms.  My breasts went from a full C cup to a full D cup!  I'm on lexapro so that might be the reason i didn't experience really bad mood swings or any depression like some people said they have.  Nothing really changed other than that and it's great to know when i will get my period. For the first month of taking ortho tri cyclen i was a little moody.  When my period started the first month i was very moody but that only lasted about 3 days.  The second month of my period my pms calmed down and now i have no mood swings and only one day of cramps. I take the sunday start pills everyday in the afternoon.",high
synthroid,8,"synthroid hypothyroidism - The drug Levothyroxine 100 mics daily that I took for hypothyroidism was advantagious for my metobolic effect. I did have more energy and felt more alert and awake, as before where I felt lithargic and brain dead.If I inadvertantly skipped a day of medication, I felt like I would notice my sluggishness a few days later. I had no side effects. I have since stopped taking the Levothyroxine 100 mics daily. My provider explained to me since I was still feeling tired was to switch to the brand name Synthroid 100 mics daily. I have noticed a big difference in my energy level and alertness. I can't believe I have gone this long (15 years) feeling tired and out of sorts. I wish now I had been taking the brand name all along. No telling what things I may acomplished.",high
elavil,7,"elavil depression/insomnia - This medication was prescribed for its side effect of drowsiness.  Although it is mainly used as an anti-depressant, in the tricyclic family, it causes considerable drowsiness at even a low dose of 50mg.  This immediately helped with my insomnia.  It also caused no daytime ""hangover"" effect and the dose can be increased easily. The major side effect of drowsiness is desirable in my case, but it also has a marked side effect of weight gain.  In addition, there is a dry mouth effect that seems to resolve after a month or two. This was prescribed by my psychiatrist after trying several newer hypnotics.  The newer medications such as Ambien and Lunestra caused sleep disturbances, particularly altered dreams states.  In the case of the latter, it is prohibitively expensive.",high
xalatan,8,"xalatan glaucoma - lowering of intraocular  pressure /keeping it under control A slight change in the coulour of the treated eye. My juvenile/pigmentary (open angle) glaucoma was diagnosed when I was 26 in 1989 (my mother also had it). I was prescribed 2 kinds of eye drops which were effective for some time, but after a while, they couldn't control the intraocular pressure in my left eye, so I had to undergo a trabeculectomy in 1992.
Now I put drops only in my right eye (Cosopt 2 times a day and Xalatan once a day before I go to sleep). My eye pressure has been under control ever since.",high
motrin,7,"motrin prostatitis (chronically) - The symptoms and mal feelings of my prostate disapeared - but not completely (perhaps 70% of the Problems disapeared).
Sexual Funktion and feelings of prostate improved remarkable.

(Only 70% of improvement perhaps my personal problems were not solved with Ibuprofen - and such problem put a lot of stress on prostata in some men) There were hardly any noticeable side effects.
The only thing I had to care about, was to take the medicine (Ibuprofen) with food/ a meal because otherwise it would cause gastric problems.
And I took the second daily pill with dinner and left some ours before go to sleep.
Perhaps Ibuprofen causes a light drop in bloodsugar - but I�m not definitely sure about that. I had a bakterial prostatitis in the winter (likely from a combination of psychological and personal stress, bike riding in very cold conditions).
But also before the bacterial prostatitis I had a very sensitiv Prostate and often sensual problems.
The first 12 days after diagnosis I had to take Doxycyclin antibioticum (tetracycline) and 600mg Ibuprofen two times a day.
After the inicial 12 days I had to continue with Ibuprofen for about 5 weeks.",high
citalopram,4,"citalopram depression - Some symptoms of depression - crying all the time, dark thoughts - were lessened, although hard to know how much benefit the treatment gave all told or whether I would have come through it anyway as I had in the past. When started on treatment: vivid images when eyes closed, trembling, anxiety, feeling of detachedness
Throughout treatment: Insomnia and disrupted sleep patterns, some dizziness at times, muscular twitching, fidgeting and spasming, weight loss due mostly to fidgeting all the time
Coming off treatment: what others have termed ""brain shivers"", a sort of brain zing which was very disturbing, crying, feeling like the depression was coming back 20mg once daily for 5 months, weaning self off over 1 month decreasing dosage until 10mg every two days then stopped",Low
prozac,7,"prozac depression - The drug seemed to effectively treat the symptoms of depression for a year or so.  After the first year or so the depression seemed to come back now and then - although it did seem to be cyclical. Nausea if taken on an empty stomach, shakiness, dry mouth. There were no other details of the treatment.  I changed to another drug that worked more effectively and have been on that one for several years.",high
renova,7,"renova acne - skin looked healthier with fewer break outs and was smoother. I noticed pores becoming smaller reddness, flaking, sensitive skin. Was not able to tolerate any other skin care products apply at night 30 minutes after cleansing. Used a pea size amount. Followed with a moisturizer. Used sun block in the morning",high
lexapro,8,"lexapro depression - I have clinical depression with aggitation and anger. This medication seemed to take the edge off the anger as well as decrease my depressive symptoms. I started at 10mg, then shortly increased to 20mg, which left me feeling too drugged. It was only after 12+ months of taking 10 mg that it was increased due to increasing depressive symptoms. Initially the medication made me very drowsy. I began taking it at bedtime, which seemed to eleviate that particular concern.  I think there may have been some weight gain, but I am not certain that it was specifically related to the Lexapro. Also, I did initially have difficult acheiving orgasm, but this side effect seemed to diminish within 6-9 months. I'm not sure waht you mean here- I started on the medication over 2 years ago at 10 mg a day. The dosage was increased to 20 mg after about 12 months.  The side effects were limited, and mostly not perticularly bothersome.",high
biaxin,10,"biaxin asthmatic bronchitis - In addition to quickly resolving Bronchitis, asthma improved significantly. Better breathing than I've had in months (prior to bronchitis). Had horrible coughing spasms that caused me to vomit phlegm and almost strangle (several times). Cough and throat irritation diappeared within 2 hours of first dose of Biaxin. Bad taste in mouth in morning only, easily fixed with brushing. Some vivid dreams. Simply take a pill twice a day, for 10 days",high
cytomel,10,"cytomel hypothyroid - when the standard treatment for hypothyroid didn't work to raise my baseline t3 & t4 levels, i continued to experience all of the low thyroid symptomsA:  coldness, lethargic, depression, etc.  by taking cytomel on the 5 x daily basis, i have very close to normal functioning thyroid activity. the effects are good, if I took all at once as originally prescribed i got too jittery and hot initially, followed by a bit of a crash.  the way to do it is throughout the day in the smaller dose. I'm not quite sure what you mean.  but my treatment is once a day levoxyl prescription and 5 times a day cytomel prescription.  I have annual blood work and see an endicrinologist now only one time every two years.  although i had seen him initially much more frequently.",high
accutane,10,"accutane acne - Accutane cleared up my skin immediately. During the first month, there was no noticeable change, but after about 5 weeks, my acne slowly disappeared and has not come back. Dry lips, dry skin, dry hair, dry eyes and sensitivity to sunlight. With breakfast and dinner, every day, I would take a 40mg pill of Accutane. Every month, i would have my blood taken to check for liver function and overall heath, and a check-up with my dermatologist as well. Easy to do, and fantastic results.",high
percocet,6,"percocet back pain - The benefits helped ""curb"" the pain. Constipation, sweating and rapid heart rate. Initially there was relief with this medication more so than later (approx. 8 months).  I found myself addicted and unable to get off this medication without suffering side affects.  Irritability, sweating, diahrea, confusion and feeling sick to my stomach.",high
oxazepam,10,"oxazepam anxiety due to relationship stress - I would get heart palpitations and major stress hours before my ex would come and pick up our daughter for visits; I also had difficulty sleeping if I had to deal with any issues with him; I would take one of these pills, only if I felt I needed and sometimes an hour before he would pick her up, and I would feel much calmer.  It was a life saver for  me until I got through the emotional upset and was able to detach. Virtually no side effects, other than very slight drowsiness several hours after taking it...almost not noticeable. I was on a very small dose.  And I only took this when I felt I needed it.  It was a life saver and kept my body from experiencing intense stress like shaking, heart palpitations, and emotional upset.  It did not change my mood.  It only controlled the negative physical effect that I was allowing this person to have on me.",high
prinivil,1,"prinivil hypertension - My mother had slight high blood pressure and was prescribed Lisinopril along with the water pill. The medication was doing its job, lowering BP to normal. Patient started with a sporadic cough. Any fragrance at all no matter how light the fragrance was would trigger a cough attack. Patient thought it was allergies. It then worsened and she was coughing day and night. She couldn't even sleep. It became so severe she was coughing all the time, when she talked when she ate. It was exhausting and debilitating, the cough was killing her. She then thought it was some lung problem, although she is not a smoker.  She went to the Dr and Dr did a few allergy test and lung x rays.  Well, then finally Dr checked high blood pressure medication.  Yes, of course!!! it was the medication.  She stopped taking it and the cough was completely gone, just like magic. Patient was taking a low dose of Lisinopril 1 pill a day for slight high blood pressure. She took the medication on and off for 5 years.  She would take it when she felt she needed it.  Sometimes for about 3 months in a row and other times just 1 time a week.  Sometimes she would stop taking it for a couple of months.",Low
atenolol,10,"atenolol hypertension - the overall experience was positive, with little to no side effects, blood pressure medicine dropping blood pressure from 180/100 to 117/70 in 3 months.  lower blood pressure prevents heart disease and risk of stroke or other ailments associated with hypertension. for a few months the rapid drop in blood pressure resulted in slight dizziness and mild discomfort for about two to three weeks.  Once my bloodpressure reached its lowest point I no longer had headaches, nose bleeds, or swollen hands and feet. taken in combinatino with a 4 mg water pill every morning, once a day at same time every day.",high
premarin,9,"premarin aging - There was a decrease in dryness and discomfort.  I thought there also was a benefit to my mood and outlook.  Additionally my skin was more supple and had better color.  There was no pain associated as before. I did not notice any adverse side effects.  Perhaps just a little bloating the day after, but that problem quickly resolved itself by drinking more water. once per week applicaton",high
norpramin,6,norpramin migraine - no a.m. headaches mild drowsiness took away morning headaches until I was able to get a better handle on my migraines.,high
cymbalta,7,"cymbalta depression/anxiety - Taking the medicine was only once a day at the time I chose to take it. It helped me most during stressed situations of any size. I could handle anything and not get angry. Mild headache and mild stomach ache I take Cymbalta for depression and anxiety. Right away I noticed a difference in my behavior. It took awhile for them to even out, so I didn't rely on my next dose.",high
protonix,7,"protonix gi irritation - Significant reduction in the amount of pain that patient had on a daily basis.  Pain was not only lessened by time it was felt was lessened as well This medication, or the combination of the medication with naproxen, caused bouts of diarrhea and/or constipation. Take the protonix one time daily with 1 tab naproxen.  Also take another tab of naproxen 12 hours later.",high
topicort,6,"topicort itchy and irritated skin - After applying the medicament, the itching sensation reduced after 20 minutes and irritation slowly dissapeared after 10 days, The irritation  occasionally re-occurred. I have applied the medicament occasionally (about twice a month) when the irritation re-occured for about oone years. Now the irritation never reappears none I had a irritation on both my feet. I applied the medicament twice a day and when the itchy sensation occurs.",high
effexor-xr,10,"effexor-xr dysthymia - decrease in moodiness, irritability, cessation of depression/dysthymia related symptoms. first 2 weeks: chronic yawm, grogginess(subsided abfter 2 weeks)
insomnia Prescribed this drug for treatment of a physiological/neurological condition causing a decrease in various neurochemicals, which resulted in chronic dysthymia (low grade depressive disorder).  Treatment was not accompanied by any level of counseling or behavioral modification, and was highly successful.",high
lumigan,9,lumigan hair growth - moderate eyelashn growth  but no change in eyelash color small red capillaries noticed at the lashline and going ip lid about 2mm.This gives an appearance of a darker lid but the skin is not darker I have been using this product for over a year for every nother day.  My lash fullness and increased length  has stabilized with no iris darkening ( I have green eyes),high
ambien,7,"ambien insomnia - Made me sleepy enough to shut down and go to bed, although it typically still took  me hours to get to sleep. The sleep that I got from this medication was deep and refreshing. Extreme drowsiness the next morning/afternoon, dependence, slight headache. I have had insomnia for as long as I can remember, as it is a symptom of my illness. I usually go to bed around 7 AM if at all, and I don't mind it usually, except when I have responsibilities the next day and I am unable to fulfill obligations due to exhaustion. The first few times I tried Ambien, my doctor prescribed me Ambien CR which is extended-release.. I was taking the 12.5 milligrams. This medication gave me extremely bad headaches and didn't really affect my sleeping pattern. I went back and asked her to prescribe me another dosage, and she gave me the lower 10 mg dosage, not extended release. This dosage makes me feel very groggy at night, and a little drugged out. I have noticed dependency issues developing with it, even in my short time taking it.",high
allegra,8,"allegra sinusitis - I have a recurring sinus problem wherein my nasal passages get blocked and throat and vocals are affected.
This is aggravated by my smoking as well. The drug was considerably free of side effects. Though i don't know whether this was due to the drug, but i did get sleepy more often than usual. As mentioned,I have a recurring sinus problem wherein my nasal passages get blocked and throat and vocals are affected.
This is aggravated by my smoking as well.
I started taking allegra and saw that my condition improved slowly but steadily over the course of two weeks and by the end of that time period i was back to normal. The only noticeable side effects experienced by me were more sleep and drowsiness at times.",high
fluconazole,9,"fluconazole yeast infection - After about five days the yeast infection symptoms (itchiness, pain) disappeared. None. I took the single pill dose of the fluconazole and after about 24 hours the symptoms of the yeast infection started to subside, completely disappearing after about five days.",high
metformin,8,"metformin infertility - after one year of taking this drug pregnancy was acheived via IVF and successfully carried to term with help of blood thinner heparin the side effects included mood swings, stomach upsets, head aches i was treated for secondary infertility, after evaluation doctor suggested insulin resistance and put me on metformin. while on metformin my perids become 28 days appart.",high
zithromax,10,"zithromax pneumonia - It cleared up my coughing within 2 days.  I could sleep far better at night. I had mild diarrhea, though I'm not sure if it was due to the drug. I was told by my doctor to take the medication once a day for about 5 days.  The best results came within 2 days, and seemed to plateau after that.  I requested another prescription so I ended up taking it for about 2 weeks, but I seemed to see little improvement during the 2nd prescription.  It was probably because the bacteria was kept under control, but my body was taking time to heal.",high
